company_name;siren_number;nic_number;legal_form;ape_code;address;postal_code;city;region;registration_date;deregistration_date;closing_date_2018_1;revenue_2018_1;turnover_2018_1;closing_date_2018_2;revenue_2018_2;turnover_2018_2;closing_date_2018_3;revenue_2018_3;turnover_2018_3;closing_date_2019_1;revenue_2019_1;turnover_2019_1;closing_date_2019_2;revenue_2019_2;turnover_2019_2;closing_date_2019_3;revenue_2019_3;turnover_2019_3;closing_date_2020_1;revenue_2020_1;turnover_2020_1;closing_date_2020_2;revenue_2020_2;turnover_2020_2;closing_date_2020_3;revenue_2020_3;turnover_2020_3;closing_date_2021_1;revenue_2021_1;turnover_2021_1;closing_date_2021_2;revenue_2021_2;turnover_2021_2;closing_date_2021_3;revenue_2021_3;turnover_2021_3;closing_date_2022_1;revenue_2022_1;turnover_2022_1;closing_date_2022_2;revenue_2022_2;turnover_2022_2;closing_date_2022_3;revenue_2022_3;turnover_2022_3;industry_sector;phone_number;website;reviews;schedule;instagram;facebook;twitter;linkedin;youtube;email;scraping_date;date_creation;last_processing_date;number_of_employee;company_category
TIGABY;534142781.0;28.0;Societe par actions simplifiee;6420Z;RUE GEORGES CLEMENCEAU;57360.0;AMNEVILLE LES THERMES;Alsace-Champagne-Ardenne-Lorraine;2015-04-16;;2018-12-31;56000.0;53837.0;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-08-12;2024-03-22T14:26:06;3.0;PME
STYLE HAIR 23;534579123.0;17.0;Societe a responsabilite limitee;9602A;23 AVENUE PIERRE GRENIER;92100.0;BOULOGNE BILLANCOURT;Ile-de-France;2011-09-13;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;33618.0;-57.0;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;33618.0;-57.0;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;33618.0;-57.0;;;;;;;;;;;;;;;;;;;;;;2011-09-15;2024-03-22T14:26:06;2.0;PME
LES JARDINS DU TRIDENT;534671862.0;17.0;Societe a responsabilite limitee a associe unique;8891A;32 RUE PAUL CEZANNE;68200.0;MULHOUSE;Alsace-Champagne-Ardenne-Lorraine;2011-09-21;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-09-01;2024-03-22T14:26:06;2.0;PME
CADOR;534712179.0;25.0;Societe a responsabilite limitee;4399C;8 LE HAMEL;50240.0;ST JAMES;Normandie;2011-09-16;;2018-12-31;;;2017-12-31;;;2016-12-31;201000.0;4000.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-09-01;2024-03-22T14:26:06;3.0;PME
LA INFINITA DESIGN;534994819.0;25.0;Societe a responsabilite limitee;7410Z;1 RUE KLOSTER;67140.0;BARR;Alsace-Champagne-Ardenne-Lorraine;2015-06-08;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-09-13;2024-03-22T14:26:06;4.0;
PUGINIER IMMO;535400170.0;10.0;Societe a responsabilite limitee;4110A;7 RUE MAZET;11400.0;CASTELNAUDARY;Languedoc-Roussillon-Midi-Pyrénées;2011-10-21;;2018-12-31;;;;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-10-04;2024-03-22T14:26:06;3.0;PME
DEVINTER;537446361.0;17.0;Societe a responsabilite limitee a associe unique;4673A;44 RUE DES JARDINS;67120.0;WOLXHEIM;Alsace-Champagne-Ardenne-Lorraine;2011-10-28;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-09-30;2024-03-22T14:26:06;3.0;PME
GRACE IMMO PRIVILEGE;537517559.0;36.0;Societe par actions simplifiee a associe unique;4729Z;10 RUE DES SABLONS;77300.0;FONTAINEBLEAU;Ile-de-France;2016-09-12;;2018-09-30;;;;;;;;;2019-09-30;;;2018-09-30;;;;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;2021-09-30;;;2020-09-30;;;2019-09-30;;;2022-09-30;;;2021-09-30;;;2020-09-30;;;;;;;;;;;;;;;2011-10-01;2024-03-22T14:26:06;3.0;PME
DIAGNOSTICS DU PIEMONT;537924235.0;14.0;Societe a responsabilite limitee a associe unique;7120B;6 RUE DU FURSTWEG;67530.0;BOERSCH;Alsace-Champagne-Ardenne-Lorraine;2011-11-22;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-11-07;2024-03-22T14:26:06;2.0;PME
DEBO GATO;537997173.0;27.0;Societe par actions simplifiee a associe unique;;83 RUE DE LONGCHAMP;75116.0;PARIS;Ile-de-France;2011-11-30;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-11-14;2024-03-22T14:26:06;3.0;PME
COIFFURE ESPACE ATRIUM;538034711.0;19.0;Societe a responsabilite limitee a associe unique;9602A;8 RUE HERMES;67190.0;MUTZIG;Alsace-Champagne-Ardenne-Lorraine;2011-11-24;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2011-12-20;2024-03-22T14:26:06;1.0;PME
SAUVAITRE FRERES;538403841.0;17.0;Societe a responsabilite limitee;0161Z;LIEU DIT MASSAY;86510.0;CHAUNAY;Aquitaine-Limousin-Poitou-Charentes;2011-12-14;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-01-01;2024-03-22T14:26:06;2.0;
CIHANGIR LOCATIONS;538655465.0;10.0;Societe par actions simplifiee a associe unique;7732Z;14 RUE DU CHEMIN NEUF;67280.0;NIEDERHASLACH;Alsace-Champagne-Ardenne-Lorraine;2012-01-13;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-10-01;2024-06-25T05:24:40;4.0;PME
ISO.PROFIL SARL;539398073.0;12.0;Societe a responsabilite limitee;4673A;9 RUE DE LA SOURCE;67350.0;NIEDERMODERN;Alsace-Champagne-Ardenne-Lorraine;2012-01-27;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-01-02;2024-03-22T14:26:06;2.0;PME
YARA TRANSPORTS SERVICES;540096054.0;23.0;Societe a responsabilite limitee;4941A;2 AVENUE AMILCAR CABRAL;93210.0;ST DENIS;Ile-de-France;2012-02-24;;2018-12-31;78752.0;12378.0;;;;;;;2019-12-31;139422.0;43157.0;2018-12-31;78752.0;12378.0;2017-12-31;;;2020-12-31;142859.0;22282.0;2019-12-31;139422.0;43157.0;2018-12-31;78752.0;12378.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-01-02;2024-03-22T14:26:06;4.0;PME
SOCIETE KULMREICH;562113647.0;43.0;Societe a responsabilite limitee;7022Z;104 RUE DE RENNES;75006.0;PARIS;Ile-de-France;1956-10-23;;2018-12-31;1680.0;-234.0;2017-12-31;6440.0;20013.0;2016-12-31;2485.0;3533.0;2019-12-31;;-1947.0;2018-12-31;1680.0;-234.0;2017-12-31;6440.0;20013.0;2020-12-31;70.0;-2623.0;2019-12-31;;-1947.0;2018-12-31;1680.0;-234.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1956-01-01;2024-03-22T14:26:06;7.0;PME
ENTREPRISE DE PEINTURE FETSCH ET CIE;628501082.0;18.0;Societe a responsabilite limitee a associe unique;4334Z;9 RUE D ALTKIRCH;67100.0;STRASBOURG;Alsace-Champagne-Ardenne-Lorraine;1962-05-16;;2018-12-31;;;2017-12-31;;;2016-12-31;65613.0;-3024.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1962-01-01;2024-03-22T14:26:06;3.0;
MARCHE TEXTILE LECOURBE;672008307.0;15.0;Societe par actions simplifiee;4771Z;78 RUE DE RENNES;75006.0;PARIS;Ile-de-France;1967-02-17;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;1967-01-01;2024-03-22T14:26:06;4.0;PME
SUPRA;675880710.0;32.0;Societe anonyme a directoire et conseil de surveillance;2752Z;28 RUE DU GENERAL LECLERC;67210.0;OBERNAI;Alsace-Champagne-Ardenne-Lorraine;1958-10-28;;2018-03-31;17652607.0;562016.0;2017-03-31;;;2016-03-31;27593007.0;-2759983.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1958-01-01;2024-03-22T14:26:06;7.0;
EDIMA;676580517.0;16.0;Societe par actions simplifiee a associe unique;4661Z;23 RUE DE PARIS;67880.0;KRAUTERGERSHEIM;Alsace-Champagne-Ardenne-Lorraine;1965-09-08;;2018-12-31;307695.0;8752.0;2017-12-31;389798.0;11903.0;2016-12-31;471961.0;8683.0;2019-12-31;355305.0;62736.0;2018-12-31;307695.0;8752.0;2017-12-31;389798.0;11903.0;2020-12-31;426838.0;55288.0;2019-12-31;355305.0;62736.0;2018-12-31;307695.0;8752.0;2021-12-31;;;2020-12-31;426838.0;55288.0;2019-12-31;355305.0;62736.0;;;;;;;;;;;;;;;;;;;;;;1965-01-01;2024-03-22T14:26:06;7.0;PME
D-MYS TRANSPORTS;750321747.0;24.0;Societe a responsabilite limitee a associe unique;4941B;6 RUE DES MOINES;67440.0;SOMMERAU;Alsace-Champagne-Ardenne-Lorraine;2013-09-25;;2018-06-30;;;2017-06-30;;;2016-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-04-01;2024-03-22T14:26:06;3.0;
CB COUVERTURE EURL;750359911.0;13.0;Societe a responsabilite limitee a associe unique;4391B;2 RUE DE GRENDELBRUCH;67130.0;MUHLBACH SUR BRUCHE;Alsace-Champagne-Ardenne-Lorraine;2012-03-22;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-03-15;2024-03-22T14:26:06;2.0;PME
HERRMANN FRERES;751529298.0;18.0;Societe a responsabilite limitee;4391A;11 RUE DE HAMBACH;67260.0;HERBITZHEIM;Alsace-Champagne-Ardenne-Lorraine;2012-06-07;;2018-06-30;;;2017-06-30;;;2016-06-30;;;2019-06-30;;;2018-06-30;;;2017-06-30;;;2020-06-30;;;2019-06-30;;;2018-06-30;;;2021-06-30;;;2020-06-30;;;2019-06-30;;;;;;;;;;;;;;;;;;;;;;;;2012-05-11;2024-03-22T14:26:06;1.0;PME
PLANS BATIMENT SARL;751941931.0;14.0;Societe a responsabilite limitee;4399C;19 RUE BOECKLIN;67350.0;NIEDERMODERN;Alsace-Champagne-Ardenne-Lorraine;2012-06-12;;2018-12-31;370800.0;9902.0;2017-12-31;308623.0;8653.0;2016-12-31;;;2019-12-31;;;2018-12-31;370800.0;9902.0;2017-12-31;308623.0;8653.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-06-01;2024-03-22T14:26:06;3.0;PME
CGC;752337881.0;11.0;Societe a responsabilite limitee a associe unique;;66 A RUE BASSE;67210.0;NIEDERNAI;Alsace-Champagne-Ardenne-Lorraine;2012-06-28;;2018-06-30;;;2017-06-30;;;2016-06-30;;;2019-06-30;;;2018-06-30;;;2017-06-30;;;2020-06-30;;;2019-06-30;;;2018-06-30;;;2021-06-30;;;2020-06-30;;;2019-06-30;;;2022-06-30;;;2021-06-30;;;2020-06-30;;;;;;;;;;;;;;;2012-06-11;2024-03-22T14:26:06;1.0;PME
MIKA;752355081.0;15.0;Societe a responsabilite limitee;5610A;8 LES PAIRES;67420.0;BOURG BRUCHE;Alsace-Champagne-Ardenne-Lorraine;2012-07-05;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-06-05;2024-03-22T14:26:06;1.0;PME
SOLAR DOM;752910398.0;11.0;Societe a responsabilite limitee;3530Z;ZONE INDUSTRIELLE DE CHAMPIGNY;97224.0;DUCOS;Martinique;2012-07-25;;2018-12-31;1390022.0;137199.0;2017-12-31;;-39806.0;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-05-07;2024-03-22T14:26:06;1.0;PME
BS PATRIMOINE;753412782.0;17.0;Societe a responsabilite limitee;6820B;31 A RUE DE LA GARE;67130.0;RUSS;Alsace-Champagne-Ardenne-Lorraine;2012-08-24;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-07-06;2024-03-22T14:26:06;1.0;PME
LC CONSEIL;753907864.0;15.0;Societe a responsabilite limitee;7022Z;64 RUE DES MEUNIERS;92220.0;BAGNEUX;Ile-de-France;2012-09-18;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-09-10;2024-03-22T14:26:06;2.0;PME
ETABLISSEMENTS VETSCH;788700094.0;14.0;Societe par actions simplifiee;4399A;11 RUE DES LILAS;67190.0;STILL;Alsace-Champagne-Ardenne-Lorraine;2012-10-16;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-10-15;2024-03-22T14:26:06;2.0;PME
BRUNO PRESTATIONS;789405164.0;11.0;Societe a responsabilite limitee a associe unique;4618Z;12 RUE DES POTIERS;67140.0;BOURGHEIM;Alsace-Champagne-Ardenne-Lorraine;2012-11-21;;2018-10-31;;;2017-10-31;;;2016-10-31;;;2019-10-31;;;2018-10-31;;;2017-10-31;;;2020-10-31;;;2019-10-31;;;2018-10-31;;;2021-10-31;;;2020-10-31;;;2019-10-31;;;;;;;;;;;;;;;;;;;;;;;;2012-11-01;2024-03-22T14:26:06;1.0;PME
COUR DES VIGNERONS;789490646.0;13.0;Societe par actions simplifiee;6820A;5 RUE MUNSTERLING;67210.0;OBERNAI;Alsace-Champagne-Ardenne-Lorraine;2012-11-28;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-11-08;2024-03-22T14:26:06;1.0;PME
CONSEIL & GESTION FERROVIAIRES;789783206.0;12.0;Societe a responsabilite limitee;7022Z;2 RUE NOTRE DAME;67120.0;MOLSHEIM;Alsace-Champagne-Ardenne-Lorraine;2012-12-12;;2018-06-30;164883.0;12023.0;2017-06-30;204263.0;22195.0;2016-06-30;191958.0;42146.0;2019-06-30;177478.0;17627.0;2018-06-30;164883.0;12023.0;2017-06-30;204263.0;22195.0;2020-06-30;267320.0;15421.0;2019-06-30;177478.0;17627.0;2018-06-30;164883.0;12023.0;2021-06-30;224032.0;12741.0;2020-06-30;267320.0;15421.0;2019-06-30;177478.0;17627.0;2022-06-30;289584.0;32243.0;2021-06-30;224032.0;12741.0;2020-06-30;267320.0;15421.0;;;;;;;;;;;;;2013-01-02;2024-03-22T14:26:06;2.0;PME
BACCHETTI HABITAT;789818374.0;17.0;Societe a responsabilite limitee a associe unique;4120B;195 AVENUE DES JOURDIES;74800.0;ST PIERRE EN FAUCIGNY;Auvergne-Rhône-Alpes;2012-11-09;;2018-12-31;;;2017-12-31;89228.0;9849.0;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;89228.0;9849.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;;;;2020-12-31;;;;;;;;;;;;;;;2012-11-01;2024-03-22T14:26:06;2.0;PME
TD2A;789860533.0;15.0;Societe par actions simplifiee a associe unique;6420Z;81 RUE DE SAINT ANTOINE;49300.0;CHOLET;Pays-de-la-Loire;2012-12-11;;2018-06-30;;-6365.0;2017-06-30;;-3903.0;2016-06-30;0.0;24170.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-11-01;2024-03-22T14:26:06;3.0;PME
RAMONAGE FLORENCE SARL;789897758.0;15.0;Societe a responsabilite limitee a associe unique;8122Z;13 RUE DES GRIVES;67330.0;NEUWILLER LES SAVERNE;Alsace-Champagne-Ardenne-Lorraine;2012-12-19;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-12-07;2024-03-22T14:26:06;2.0;PME
PHILIPPE MERKEL;790099394.0;13.0;Societe a responsabilite limitee;4321A;12 A RUE DU CHATEAU;67570.0;ROTHAU;Alsace-Champagne-Ardenne-Lorraine;2013-01-09;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-12-01;2024-03-22T14:26:06;1.0;PME
SARL ELIXIR;790405971.0;17.0;Societe a responsabilite limitee;9602A;37 BOULEVARD JEANNE D ARC;13005.0;MARSEILLE;Provence-Alpes-Côte d'Azur;2013-01-11;;2018-09-30;54201.0;1318.0;2017-09-30;49655.0;2382.0;2016-09-30;55040.0;775.0;2019-09-30;48965.0;1205.0;2018-09-30;54201.0;1318.0;2017-09-30;49655.0;2382.0;2020-09-30;41287.0;2931.0;2019-09-30;48965.0;1205.0;2018-09-30;54201.0;1318.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-12-24;2024-03-22T14:26:06;2.0;PME
LE BONHEUR DU PAIN;790604425.0;13.0;Societe par actions simplifiee a associe unique;6820B;163 RUE DE LA REPUBLIQUE;93230.0;ROMAINVILLE;Ile-de-France;2013-01-18;;2018-12-31;327994.0;34115.0;2017-12-31;330038.0;46389.0;2016-12-31;325890.0;39846.0;2019-12-31;55842.0;27990.0;2018-12-31;327994.0;34115.0;2017-12-31;330038.0;46389.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013-01-15;2024-03-22T14:26:06;3.0;
MERLING;791535032.0;19.0;Societe a responsabilite limitee a associe unique;5610A;7 PLACE DE LA DUCHESSE ANNE;35600.0;REDON;Bretagne;2013-03-04;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013-02-27;2024-03-22T14:26:06;2.0;PME
O'DONOVAN CONSULTING SERVICES;791594781.0;19.0;Societe a responsabilite limitee a associe unique;6920Z;31 Grande Rochelle Morne Coco;97224.0;DUCOS;Martinique;2013-04-09;;2018-12-31;250.0;-1620.0;;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013-03-01;2024-03-22T14:26:06;3.0;
BRO Invest;791743511.0;36.0;Societe a responsabilite limitee a associe unique;6420Z;36 RUE DU LOUVRE;75001.0;PARIS;Ile-de-France;2019-05-13;;2018-12-31;;;2017-12-31;143185.0;71429.0;2016-12-31;;46357.0;2019-12-31;;12987.0;2018-12-31;;;2017-12-31;143185.0;71429.0;2020-12-31;;-31728.0;2019-12-31;;12987.0;2018-12-31;;;2021-12-31;4500.0;-31582.0;2020-12-31;;-31728.0;2019-12-31;;12987.0;;;;;;;;;;;;;;;;;;;;;;2013-02-26;2024-06-25T05:30:27;4.0;PME
MAKE SUSHI;791775331.0;14.0;Societe a responsabilite limitee a associe unique;5610A;28 AVENUE DES ETATS UNIS;31200.0;TOULOUSE;Languedoc-Roussillon-Midi-Pyrénées;2013-03-14;;2018-06-30;133103.0;2792.0;2017-06-30;151714.0;-3652.0;2016-06-30;128719.0;5217.0;2019-06-30;131507.0;7365.0;2018-06-30;133103.0;2792.0;2017-06-30;151714.0;-3652.0;2020-06-30;116136.0;9816.0;2019-06-30;131507.0;7365.0;2018-06-30;133103.0;2792.0;;;;;;;;;;2022-06-30;;;2021-06-30;;;2020-06-30;116136.0;9816.0;;;;;;;;;;;;;2013-02-25;2024-03-22T14:26:06;3.0;PME
KERGALINE PARTICIPATIONS;791836117.0;14.0;Societe a responsabilite limitee;7022Z;187 CHEMIN DE BECHEVIENNE;38200.0;VIENNE;Auvergne-Rhône-Alpes;2013-03-15;;2018-12-31;164754.0;35466.0;2017-12-31;142510.0;7083.0;;;;2019-12-31;116878.0;17495.0;2018-12-31;164754.0;35466.0;2017-12-31;142510.0;7083.0;2020-12-31;97500.0;18350.0;2019-12-31;116878.0;17495.0;2018-12-31;164754.0;35466.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013-03-13;2024-05-30T05:26:03;2.0;PME
O.S. PEINTURE;791933252.0;11.0;Societe a responsabilite limitee a associe unique;4334Z;56 AVENUE DES ROSELIERES;67210.0;OBERNAI;Alsace-Champagne-Ardenne-Lorraine;2013-03-22;;2018-12-31;;;2017-12-31;119083.0;-19651.0;2016-12-31;149503.0;2553.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013-03-18;2024-03-22T14:26:06;3.0;PME
PRIVATE STORE;792035933.0;29.0;Societe a responsabilite limitee;4771Z;110 RUE DU GENERAL GOURAUD;67210.0;OBERNAI;Alsace-Champagne-Ardenne-Lorraine;2013-04-10;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-03-06;2024-03-22T14:26:06;2.0;PME
AERO SURETE SERVICES ANTILLES GUYANE;792457830.0;18.0;Societe a responsabilite limitee;8010Z;8 RUE GEORGES EUCHARIS;97200.0;FORT DE FRANCE;Martinique;2013-05-07;;2018-12-31;1163894.0;-2123.0;2017-12-31;;;2016-12-31;;;2019-12-31;1148802.0;43725.0;2018-12-31;1163894.0;-2123.0;2017-12-31;;;2020-12-31;1063335.0;57378.0;2019-12-31;;;2018-12-31;1163894.0;-2123.0;2021-12-31;1203878.0;47032.0;2020-12-31;1063335.0;57378.0;2019-12-31;1148802.0;43725.0;;;;;;;;;;;;;;;;;;;;;;2013-04-08;2024-03-22T14:26:06;3.0;ETI
COTE DECO BY MANGROLIA;792484990.0;17.0;Societe a responsabilite limitee;4751Z;86 RUE HUBERT DELISLE;97430.0;LE TAMPON;La Réunion;2013-04-23;;2018-12-31;;;;;;;;;2019-12-31;;;2018-12-31;;;;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-04-01;2024-03-22T14:26:06;2.0;PME
CHARLAIN;792992752.0;16.0;Societe a responsabilite limitee a associe unique;6420Z;17 RUE DES ECUREUILS;67120.0;DUTTLENHEIM;Alsace-Champagne-Ardenne-Lorraine;2013-05-16;;2018-06-30;9216.0;59346.0;2017-06-30;;66622.0;2016-06-30;2745.0;25227.0;2019-06-30;9814.0;-1922.0;2018-06-30;9216.0;59346.0;2017-06-30;;66622.0;2020-06-30;29840.0;28418.0;2019-06-30;9814.0;-1922.0;2018-06-30;9216.0;59346.0;2021-06-30;39840.0;45806.0;2020-06-30;29840.0;28418.0;2019-06-30;9814.0;-1922.0;;;;;;;;;;;;;;;;;;;;;;2013-04-18;2024-03-22T14:26:06;1.0;PME
SK RELATIONS PRESSE;793132846.0;15.0;Societe a responsabilite limitee a associe unique;7021Z;171 B AVENUE CHARLES DE GAULLE;92200.0;NEUILLY SUR SEINE;Ile-de-France;2013-05-30;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-04-15;2024-03-22T14:26:06;2.0;PME
D11;793573486.0;16.0;Societe a responsabilite limitee a associe unique;5221Z;35 AVENUE CHARLES ISAUTIER;97410.0;ST PIERRE;La Réunion;2013-06-17;;2018-12-31;;;;;;;;;2019-12-31;;;2018-12-31;;;;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-06-01;2024-03-22T14:26:06;2.0;PME
JACQUES BOCKEL & Co Lorraine;793671371.0;11.0;Societe a responsabilite limitee;4724Z;12 RUE DU GRAND CERF;57000.0;METZ;Alsace-Champagne-Ardenne-Lorraine;2013-06-17;;2018-06-30;706815.0;25870.0;2017-06-30;;;2016-06-30;;;2019-06-30;652529.0;14057.0;2018-06-30;706815.0;25870.0;2017-06-30;719016.0;18262.0;2020-06-30;;;2019-06-30;652529.0;14057.0;2018-06-30;706815.0;25870.0;2021-06-30;978959.0;31677.0;2020-06-30;;;2019-06-30;652529.0;14057.0;;;;;;;;;;;;;;;;;;;;;;2013-06-01;2024-03-22T14:26:06;3.0;PME
